Created,ID,Text
2022-04-10T08:00:17.000Z,1513064311006056452,"Podziwiam tego gościa, robi świetną robotę. Dzięki jego stałej obecności w zachodnich mediach Ukraina dostaje bezprecedensowe wsparcie od wolnego świata, w każdym zakresie.
Natomiast to 👇 jest według mnie padlinożerstwo i glamoryzowanie wojny. Hejt start.
#Ukraina #Rosja #wojna https://t.co/C4ux14ONgw"
2022-04-10T07:44:44.000Z,1513060396772597761,"Było zdziwienie i oburzenie prokacapską parada w Berlinie?
No to wczoraj podobna odbyła się w Stuttgarcie. 🤦
#GermanShame 
#Ukraine 
#Russia 
#war
#wojna
#Niemcy https://t.co/hSqJ2hmTVK"
2022-04-10T07:39:42.000Z,1513059130726096898,"Zdjęcia satelitarne 12km konwoju rosyjskich wojsk na wschod od Charkowa w wiosce Vieliky Burluk. Wg wywiadu Ukr planują ruszyć na Charków.
#wojna #WojnanaUkrainie #Ukraine #ukraina #charkiv https://t.co/qfug8plhzD"
2022-04-10T07:39:12.000Z,1513059004062310402,❓❓❓ #wojna #Ukraine #UkraineRussiaWar #UkraineWar #Rosja #Zelenskije #TVP #TVPInfo #Smolensk https://t.co/dl6AuVMx4z
2022-04-10T07:32:32.000Z,1513057324755263490,Putler już zaciera ręce... #syreny #10kwietnia #Smoleńsk #państwoPiS #WOJNA #IIIWojnaŚwiatowa https://t.co/c3MjyTiWbC
2022-04-10T07:27:36.000Z,1513056083870367745,"Polacy wyjeżdżali i wyjeżdżają na emigrację zarobkową. Jemen, Syria to piekło. Jak można twierdzić, że to migranci ruszający do Europy „po socjal”..? To ludzie desperacko próbujący uratować swoje życie.
#uchodźcy #wojna https://t.co/ObpxfCEBh6"
2022-04-10T07:25:22.000Z,1513055524853538816,Czy Chiny zaatakują Rosję? #WojnaWUkrainie #Rosja #StopRussia #Putin #WARINUKRAINE #Polska #wojna #edukacja https://t.co/pwtK3B0eB1
2022-04-10T07:22:08.000Z,1513054707127885828,"@MalaSycylia @vonderleyen Moment kiedy to lewackie bydło wręcz poprosi rosyjskiego zbrodniarza żeby zaprowadził w Polsce ""praworządność"" to tylko kwestia czasu. To są chorzy ludzie i do tego niebezpieczni. #vonderLeyen #Ukraina #wojna #10kwietnia #wycie #Putin"
2022-04-10T07:07:18.000Z,1513050976630054916,"❗️Ukraińskie lotnictwo: zniszczono 13 rosyjskich celów powietrznych.
 Według Dowództwa Sił Powietrznych Sił Zbrojnych Ukrainy 9 kwietnia Rosja straciła pięć bezzałogowych statków powietrznych, cztery pociski, trzy samoloty i jeden śmigłowiec. 🇺🇦
Źródło @KyivIndependent 
#wojna"
2022-04-10T07:05:47.000Z,1513050592758972416,"❗️W związku ze stratami na Ukrainie Rosja chce powołać uwolnione wojska. 🇺🇦
#wojna #UkraineRussiaWar #Ukraine"
2022-04-10T07:00:49.000Z,1513049342868873218,Może zacznijmy przyjmować retorykę Rosji? Potrzebna jest pełna denazyfikacja i demilitaryzacja Federacji Rosyjskiej! #wojna #WojnaWUkrainie
2022-04-10T06:51:01.000Z,1513046876886650880,"Pojebało ich z syrenami. Wojna za naszymi granicami, nie ma nic pewnego, a jebnijmy sobie syreny, bo Smoleńsk. #syreny #wojna #Smoleńsk"
2022-04-10T06:46:36.000Z,1513045767056994311,ruscy atakuja? juz 3 minuty wyja.. #ukraina #wojna
2022-04-10T06:44:57.000Z,1513045352663986177,"""Bóg zawsze zadba, 
by wojna nieustannie powracała,  
jako drastyczne lekarstwo dla gatunku ludzkiego""

#wojna"
2022-04-10T06:41:00.000Z,1513044356235673600,Za Jego sterami Polska była bezpieczna #smolensk #wojna https://t.co/ElQgMsBe55
2022-04-10T06:37:25.000Z,1513043457723580419,Polscy kibole chcą wieszać Putina zamiast Niedzielskiego. Dziambor przebiera się za Wiedźmina. Co tu się dzieje XD #wojna #amok https://t.co/EvTASbGNNw
2022-04-10T06:35:35.000Z,1513042996140425216,"Uważajcie na podejrzane linki!
#cyberprzestępstwa #wojna #Ukraina #przestępstwo #kradzież

https://t.co/zABPkIC1Uq"
